COD_DISBAR,BARRIOS,TIPO_VIVIENDA,PRECIO(EUROS/M2),ANIO,LATITUD,LONGITUD
191,CASCO HISTÓRICO DE VICÁLVARO,NUEVAS,0.0,2019,4471000.988,450789.392
192,VALDEBERNARDO,NUEVAS,0.0,2019,4471960.93,447585.5543
201,SIMANCAS,NUEVAS,0.0,2019,4476263.737,446981.6721
202,HELLÍN,NUEVAS,0.0,2019,4475772.544,447680.4837
203,AMPOSTA,NUEVAS,0.0,2019,4475241.334,447234.3454
204,ARCOS,NUEVAS,0.0,2019,4474693.643,447607.4973
205,ROSAS,NUEVAS,4181.63,2019,4475395.532,449590.4285
206,REJAS,NUEVAS,0.0,2019,4477317.169,451648.3991
207,CANILLEJAS,NUEVAS,0.0,2019,4477135.693,448224.083
208,SALVADOR,NUEVAS,0.0,2019,4477373.192,446491.5939
211,ALAMEDA DE OSUNA,NUEVAS,3401.31,2019,4478581.448,449818.2184
212,AEROPUERTO,NUEVAS,0.0,2019,4481029.075,452237.8537
213,CASCO HISTÓRICO DE BARAJAS,NUEVAS,0.0,2019,4480530.185,450931.3676
214,TIMÓN,NUEVAS,2859.77,2019,4480810.557,448842.3002
215,CORRALEJOS,NUEVAS,0.0,2019,4479457.295,448527.2781
