COD_DISBAR,BARRIOS,TIPO_VIVIENDA,PRECIO(EUROS/M2),ANIO,LATITUD,LONGITUD
202,HELLÍN,USADAS,1595.82,2019,4475772.544,447680.4837
203,AMPOSTA,USADAS,1684.77,2019,4475241.334,447234.3454
204,ARCOS,USADAS,2027.71,2019,4474693.643,447607.4973
205,ROSAS,USADAS,3282.67,2019,4475395.532,449590.4285
206,REJAS,USADAS,1809.67,2019,4477317.169,451648.3991
207,CANILLEJAS,USADAS,2349.28,2019,4477135.693,448224.083
208,SALVADOR,USADAS,3386.02,2019,4477373.192,446491.5939
211,ALAMEDA DE OSUNA,USADAS,2821.0,2019,4478581.448,449818.2184
212,AEROPUERTO,USADAS,0.0,2019,4481029.075,452237.8537
213,CASCO HISTÓRICO DE BARAJAS,USADAS,2954.66,2019,4480530.185,450931.3676
214,TIMÓN,USADAS,3370.35,2019,4480810.557,448842.3002
215,CORRALEJOS,USADAS,3691.85,2019,4479457.295,448527.2781
